imsi,imei,plan,status,bytes_used,period_reset_ts,home_plmn,flags
310410100000757,351111119797876,dev-basic,ACTIVE,2514559214,1790035200,310-410,roaming|volte
310260100002273,350000001190160,iot-low-power,ACTIVE,36467754,1788912000,310-260,roaming|tethering|volte
310260100002274,350000004326951,dev-basic,ACTIVE,4153034730,1788393600,310-260,roaming|volte
310410100000758,351111112464771,mvno-prepaid,ACTIVE,686579730,1789948800,310-410,roaming|volte
310260100002275,350000007215011,dev-basic,ACTIVE,12118673112,1789084800,310-260,roaming|volte
310410100000759,351111117908368,mvno-prepaid,ACTIVE,614538998,1790294400,310-410,
310260100002276,350000007546068,dev-pro,ACTIVE,20953012549,1788825600,310-260,roaming
310260100002277,350000008424943,enterprise-fixed,ACTIVE,201098461705,1789948800,310-260,roaming
310410100000760,351111113269773,iot-low-power,ACTIVE,1003279,1789689600,310-410,roaming|tethering
310260100002278,350000006342576,dev-basic,ACTIVE,6461127020,1788912000,310-260,roaming
310260100002279,350000009853223,dev-pro,ACTIVE,76201125993,1788566400,310-260,roaming|volte
310410100000761,351111114229123,dev-basic,ACTIVE,10900809871,1788566400,310-410,roaming
310410100000762,351111116664640,dev-basic,ACTIVE,378365564,1789862400,310-410,roaming
310260100002280,350000001042874,mvno-prepaid,ACTIVE,1316900848,1789084800,310-260,roaming|tethering|volte
310410100000763,351111112322888,dev-basic,ACTIVE,7438849020,1789084800,310-410,roaming|volte
310260100002281,350000007910272,mvno-prepaid,ACTIVE,424579151,1788307200,310-260,roaming|volte
310260100002282,350000004477143,iot-low-power,ACTIVE,368592460,1788480000,310-260,roaming|volte
310260100002283,350000007927532,dev-pro,ACTIVE,52066888256,1790294400,310-260,roaming|volte
234150100000305,352222228654525,dev-pro,ACTIVE,30327611140,1788998400,234-15,roaming|volte
310260100002284,350000001825724,dev-basic,ACTIVE,3769487442,1788652800,310-260,roaming
310260100002285,350000004870511,iot-low-power,ACTIVE,107384744,1790121600,310-260,roaming|volte
310410100000764,351111117774786,dev-basic,ACTIVE,6164748255,1788825600,310-410,roaming|volte
310260100002286,350000001269261,iot-low-power,ACTIVE,288855870,1789430400,310-260,roaming
310260100002287,350000007130046,enterprise-fixed,ACTIVE,351463861197,1789862400,310-260,roaming|volte
310260100002288,350000005755273,dev-pro,ACTIVE,34180145016,1789776000,310-260,roaming|tethering
310410100000765,351111113552624,dev-basic,ACTIVE,6463015688,1787875200,310-410,roaming|volte
208010100000223,354444444103057,dev-basic,ACTIVE,8774376574,1789344000,208-01,roaming
310410100000766,351111119880334,dev-basic,ACTIVE,671921036,1789603200,310-410,roaming|tethering|volte
262010100000227,353333330753490,dev-basic,ACTIVE,7098683666,1789689600,262-01,roaming|volte
310410100000767,351111116517822,mvno-prepaid,ACTIVE,3880615647,1788566400,310-410,roaming|volte
310410100000768,351111116449067,mvno-prepaid,ACTIVE,2327254679,1789948800,310-410,roaming|volte
310260100002289,350000003806649,dev-basic,ACTIVE,2647573936,1788048000,310-260,roaming
310410100000769,351111115955494,dev-basic,ACTIVE,14789384404,1789603200,310-410,tethering|volte
234150100000306,352222220442846,dev-basic,ACTIVE,12671089422,1790208000,234-15,roaming|tethering|volte
310260100002290,350000007945716,dev-pro,ACTIVE,113198029664,1789171200,310-260,roaming
234150100000307,352222229454867,mvno-prepaid,ACTIVE,810959136,1790208000,234-15,roaming|tethering|volte
310260100002291,350000001927983,mvno-prepaid,ACTIVE,207833194,1788134400,310-260,roaming|tethering
234150100000308,352222222808549,dev-basic,ACTIVE,7905583696,1790121600,234-15,tethering|volte
310260100002292,350000000422242,dev-basic,ACTIVE,4227661635,1787961600,310-260,roaming|volte
310260100002293,350000001376827,dev-basic,ACTIVE,6214758218,1788480000,310-260,roaming|volte
234150100000309,352222223202197,iot-low-power,SUSPENDED,236940582,1789862400,234-15,roaming|tethering|volte
310260100002294,350000000368619,dev-basic,ACTIVE,11150756070,1788307200,310-260,volte
310260100002295,350000007388750,dev-basic,ACTIVE,21684257298,1789689600,310-260,roaming|tethering|volte
310260100002296,350000009246196,dev-pro,ACTIVE,75054905448,1788566400,310-260,roaming
310260100002297,350000005875295,iot-low-power,ACTIVE,286062059,1790208000,310-260,roaming|tethering|volte
310260100002298,350000003382286,mvno-prepaid,ACTIVE,3762929924,1789862400,310-260,roaming|volte
310260100002299,350000005492182,iot-low-power,ACTIVE,365601040,1789084800,310-260,roaming
310260100002300,350000002875009,dev-basic,ACTIVE,14421087361,1788998400,310-260,roaming|volte
310260100002301,350000003243330,dev-basic,ACTIVE,3522450152,1789776000,310-260,tethering
310410100000770,351111113081285,dev-basic,ACTIVE,9593367756,1789862400,310-410,
208010100000224,354444447594708,enterprise-fixed,ACTIVE,128624979702,1789257600,208-01,roaming|volte
208010100000225,354444443552965,iot-low-power,ACTIVE,298399739,1789948800,208-01,roaming|tethering
208010100000226,354444441496025,dev-pro,ACTIVE,59029358419,1789344000,208-01,roaming
310260100002302,350000006646091,iot-low-power,ACTIVE,332223138,1789430400,310-260,tethering
262010100000228,353333335684856,dev-basic,ACTIVE,18400987649,1789689600,262-01,roaming|tethering|volte
310410100000771,351111111262739,mvno-prepaid,ACTIVE,1085263096,1790294400,310-410,roaming|tethering
310260100002303,350000001835061,iot-low-power,ACTIVE,206423109,1788825600,310-260,roaming|volte
310260100002304,350000001220181,iot-low-power,ACTIVE,12393556,1790294400,310-260,
310410100000772,351111111173852,iot-low-power,ACTIVE,132780976,1788652800,310-410,roaming|tethering|volte
310260100002305,350000000495834,dev-pro,ACTIVE,98797775906,1788134400,310-260,roaming|volte
234150100000310,352222227548710,dev-pro,ACTIVE,82832951474,1789603200,234-15,roaming|volte
310260100002306,350000006049122,dev-pro,ACTIVE,296052769738,1790294400,310-260,roaming|tethering|volte
310260100002307,350000003592397,iot-low-power,ACTIVE,145706422,1789948800,310-260,roaming|tethering
310260100002308,350000004755654,dev-basic,ACTIVE,5121922751,1789344000,310-260,roaming
310410100000773,351111111753166,mvno-prepaid,ACTIVE,22801930,1788825600,310-410,roaming|tethering|volte
208010100000227,354444441504059,dev-basic,ACTIVE,20744076440,1789603200,208-01,roaming|volte
310260100002309,350000003792583,dev-pro,ACTIVE,170825763718,1790380800,310-260,roaming|tethering
310260100002310,350000005635152,dev-basic,ACTIVE,14869792350,1788480000,310-260,roaming
310410100000774,351111110960028,dev-basic,ACTIVE,18625941901,1789171200,310-410,volte|test
310260100002311,350000003379258,dev-basic,ACTIVE,3425320180,1788307200,310-260,roaming|volte
310260100002312,350000002875660,dev-basic,ACTIVE,8238796820,1788998400,310-260,roaming|volte
310410100000775,351111117494039,dev-basic,ACTIVE,6255088862,1789344000,310-410,roaming|tethering|volte
310260100002313,350000009524139,dev-basic,ACTIVE,5553431463,1788134400,310-260,roaming
310410100000776,351111113540892,iot-low-power,ACTIVE,86158963,1789516800,310-410,roaming|volte
310260100002314,350000002792709,iot-low-power,ACTIVE,181646202,1789776000,310-260,roaming|volte
310260100002315,350000009329059,dev-pro,ACTIVE,7195128037,1788998400,310-260,roaming|tethering|volte
310260100002316,350000007098045,iot-low-power,ACTIVE,282379905,1788048000,310-260,roaming|volte
310260100002317,350000008040830,enterprise-fixed,ACTIVE,30175749353,1789603200,310-260,
310260100002318,350000009759768,mvno-prepaid,ACTIVE,406824793,1789689600,310-260,roaming
234150100000311,352222222549929,dev-basic,ACTIVE,26592574654,1789862400,234-15,roaming|volte
310410100000777,351111116683947,dev-basic,ACTIVE,4031721446,1788912000,310-410,roaming|volte
262010100000229,353333337290231,dev-basic,ACTIVE,2111896182,1788307200,262-01,roaming|volte
310260100002319,350000007067552,dev-basic,ACTIVE,17830352872,1789171200,310-260,roaming
310260100002320,350000002125801,dev-pro,SUSPENDED,124070992645,1790294400,310-260,roaming|tethering
310410100000778,351111119032423,iot-low-power,ACTIVE,217309767,1788134400,310-410,roaming
310410100000779,351111115412538,iot-low-power,ACTIVE,356372345,1789084800,310-410,roaming|tethering|volte
310260100002321,350000001252622,dev-basic,ACTIVE,7809351327,1789689600,310-260,roaming|tethering|volte
310410100000780,351111114169915,iot-low-power,ACTIVE,129983494,1789516800,310-410,roaming|tethering
310260100002322,350000006998468,dev-basic,ACTIVE,2610786925,1787875200,310-260,roaming|volte
310260100002323,350000000218020,dev-pro,ACTIVE,16852831409,1790380800,310-260,roaming|volte
310260100002324,350000004547879,dev-basic,ACTIVE,6221365668,1788220800,310-260,roaming|tethering|volte
310260100002325,350000006755769,dev-basic,ACTIVE,8867769261,1789516800,310-260,roaming
310260100002326,350000000971990,dev-pro,ACTIVE,132572972772,1788307200,310-260,tethering|volte
310260100002327,350000003405137,enterprise-fixed,ACTIVE,65062304106,1788307200,310-260,roaming|tethering
310260100002328,350000001209648,dev-basic,ACTIVE,8652755844,1787961600,310-260,tethering|volte
310260100002329,350000004494783,dev-pro,ACTIVE,158467299825,1788912000,310-260,roaming|volte
262010100000230,353333334060413,dev-basic,ACTIVE,3328156937,1789776000,262-01,roaming|volte
310410100000781,351111116856170,dev-basic,ACTIVE,16340025626,1787875200,310-410,roaming
234150100000312,352222223437470,dev-basic,ACTIVE,17962744723,1789776000,234-15,tethering|volte
310260100002330,350000000280988,iot-low-power,ACTIVE,279392683,1790294400,310-260,roaming|tethering|volte
310260100002331,350000005974999,mvno-prepaid,ACTIVE,1917471471,1788480000,310-260,roaming
262010100000231,353333330929413,dev-basic,ACTIVE,14502524841,1789776000,262-01,roaming|tethering|volte
310410100000782,351111110379997,dev-basic,ACTIVE,7817841230,1788825600,310-410,roaming|tethering|volte
208010100000228,354444445618574,dev-basic,ACTIVE,8318647379,1788048000,208-01,roaming|tethering
310260100002332,350000003527781,mvno-prepaid,ACTIVE,2157903006,1790208000,310-260,roaming|tethering
310260100002333,350000007942382,dev-basic,ACTIVE,7114691339,1787875200,310-260,roaming|volte
310260100002334,350000006923789,dev-basic,ACTIVE,16513237541,1790294400,310-260,roaming|tethering|volte
310260100002335,350000007846583,dev-pro,ACTIVE,46021582905,1789862400,310-260,roaming|tethering
310260100002336,350000005276544,dev-basic,ACTIVE,4201279868,1788307200,310-260,roaming|tethering|volte
310260100002337,350000003763170,dev-basic,ACTIVE,6808187097,1790035200,310-260,roaming
310260100002338,350000004868101,dev-basic,ACTIVE,960179940,1788652800,310-260,
310260100002339,350000005906371,mvno-prepaid,ACTIVE,2362511148,1789516800,310-260,volte
310260100002340,350000008479335,mvno-prepaid,ACTIVE,2104037621,1789344000,310-260,roaming|volte
310410100000783,351111114182793,dev-basic,ACTIVE,6122969220,1788134400,310-410,roaming|volte
310260100002341,350000005438904,dev-basic,ACTIVE,3881378259,1789689600,310-260,roaming|tethering
310260100002342,350000000290227,dev-pro,ACTIVE,90683492824,1787961600,310-260,roaming|volte
310260100002343,350000009425493,mvno-prepaid,ACTIVE,2572076105,1789689600,310-260,roaming
208010100000229,354444442445492,dev-basic,ACTIVE,4368405916,1788480000,208-01,roaming|volte
234150100000313,352222223368998,iot-low-power,ACTIVE,399190349,1788912000,234-15,roaming
310260100002344,350000008913101,dev-basic,ACTIVE,10615676960,1787961600,310-260,roaming|tethering
310260100002345,350000000850939,dev-basic,ACTIVE,2250908741,1788393600,310-260,roaming|tethering
234150100000314,352222227115759,dev-basic,ACTIVE,1030912358,1789603200,234-15,tethering|volte
310260100002346,350000002053474,dev-pro,ACTIVE,131917898834,1790035200,310-260,roaming
234150100000315,352222221769585,iot-low-power,ACTIVE,169259816,1789344000,234-15,
310260100002347,350000002017321,dev-basic,ACTIVE,2570627065,1788566400,310-260,roaming
310260100002348,350000009922549,iot-low-power,ACTIVE,25673301,1788393600,310-260,
310260100002349,350000005549072,dev-basic,ACTIVE,8657058847,1788998400,310-260,roaming
310260100002350,350000000738530,dev-pro,ACTIVE,72305328190,1788566400,310-260,roaming
234150100000316,352222223848189,dev-basic,ACTIVE,2507869358,1790380800,234-15,roaming
310260100002351,350000000451613,dev-basic,ACTIVE,8542797441,1789344000,310-260,roaming|volte
310410100000784,351111111850483,dev-basic,ACTIVE,15500248753,1790121600,310-410,tethering|volte
310260100002352,350000002515357,dev-pro,ACTIVE,28346926902,1788220800,310-260,roaming|volte
208010100000230,354444446950638,dev-basic,ACTIVE,10422079575,1787875200,208-01,roaming|volte
310260100002353,350000004076663,dev-basic,ACTIVE,16061186586,1789776000,310-260,roaming
310260100002354,350000001998976,dev-basic,ACTIVE,17168645016,1788566400,310-260,roaming|volte
310410100000785,351111118455930,mvno-prepaid,ACTIVE,4170595500,1787961600,310-410,roaming|tethering|volte
310410100000786,351111110485299,dev-pro,ACTIVE,58166155132,1788134400,310-410,roaming|tethering
310410100000787,351111114837875,dev-basic,ACTIVE,13953397240,1789171200,310-410,roaming|volte
262010100000232,353333336348964,mvno-prepaid,ACTIVE,3471826229,1788480000,262-01,roaming|tethering
310260100002355,350000005147737,dev-pro,ACTIVE,2912858579,1789171200,310-260,roaming|volte
310410100000788,351111111828604,mvno-prepaid,ACTIVE,184077501,1788307200,310-410,roaming|tethering|volte
310260100002356,350000007181122,dev-basic,ACTIVE,4782645742,1789516800,310-260,roaming|volte
310260100002357,350000009538196,dev-basic,ACTIVE,1144190179,1789948800,310-260,roaming|tethering|volte
310410100000789,351111113438154,dev-pro,ACTIVE,89825141129,1788307200,310-410,tethering|volte
310410100000790,351111119459147,dev-basic,ACTIVE,1585606062,1788998400,310-410,roaming
310260100002358,350000006209635,dev-basic,ACTIVE,2246986573,1787961600,310-260,roaming|volte
208010100000231,354444448091456,dev-basic,ACTIVE,17811594523,1788393600,208-01,roaming|tethering
310260100002359,350000004129868,iot-low-power,ACTIVE,19571364,1788134400,310-260,roaming|tethering
234150100000317,352222221366879,mvno-prepaid,ACTIVE,2289036454,1788566400,234-15,roaming|volte
208010100000232,354444446538995,dev-basic,ACTIVE,1453611510,1788220800,208-01,roaming|tethering
310410100000791,351111118249416,mvno-prepaid,ACTIVE,6718038682,1787961600,310-410,tethering|volte
310260100002360,350000003860513,dev-basic,ACTIVE,5902416075,1790294400,310-260,roaming|volte
208010100000233,354444441144302,dev-basic,ACTIVE,15339858907,1789948800,208-01,roaming|volte
310260100002361,350000008801561,dev-basic,ACTIVE,13888966048,1789603200,310-260,roaming|tethering
310410100000792,351111110644812,enterprise-fixed,ACTIVE,331297992307,1790208000,310-410,roaming|volte
310260100002362,350000009696937,mvno-prepaid,ACTIVE,649800703,1789948800,310-260,roaming|volte
310260100002363,350000006127852,dev-pro,ACTIVE,3825665788,1790380800,310-260,roaming|tethering|volte
310260100002364,350000002533137,mvno-prepaid,ACTIVE,234993851,1790380800,310-260,tethering|volte
310260100002365,350000003685415,dev-pro,ACTIVE,69551527575,1789344000,310-260,tethering|volte
208010100000234,354444445193099,dev-basic,ACTIVE,14311886413,1788652800,208-01,roaming|volte
262010100000233,353333339099606,mvno-prepaid,ACTIVE,2351514940,1788566400,262-01,roaming|tethering|volte
310260100002366,350000007031061,mvno-prepaid,ACTIVE,4831837885,1789948800,310-260,volte
310260100002367,350000007236264,dev-basic,ACTIVE,11929324654,1789516800,310-260,roaming|volte
310260100002368,350000008210441,dev-pro,SUSPENDED,100345296664,1788048000,310-260,roaming|tethering
310260100002369,350000005701384,dev-basic,ACTIVE,11694248111,1790294400,310-260,roaming
310260100002370,350000009655248,mvno-prepaid,ACTIVE,3743897037,1790380800,310-260,roaming|tethering|volte
208010100000235,354444448241309,dev-basic,ACTIVE,5693940286,1788652800,208-01,volte
310260100002371,350000004227985,mvno-prepaid,ACTIVE,4986347272,1789948800,310-260,roaming|volte
310260100002372,350000009029881,dev-basic,ACTIVE,1461040563,1788652800,310-260,roaming|volte
310410100000793,351111113421622,dev-basic,ACTIVE,7630995590,1787961600,310-410,roaming|tethering|volte
310260100002373,350000004182784,enterprise-fixed,ACTIVE,432637115584,1789084800,310-260,roaming|volte
310260100002374,350000000144911,dev-basic,ACTIVE,592944841,1788048000,310-260,roaming|volte
310260100002375,350000005541269,dev-basic,ACTIVE,3383107364,1788048000,310-260,roaming|tethering|volte
310260100002376,350000007892488,dev-basic,ACTIVE,4151169715,1789948800,310-260,roaming|volte
310260100002377,350000003579279,dev-basic,ACTIVE,1326997183,1789171200,310-260,roaming|volte
310410100000794,351111111747978,enterprise-fixed,ACTIVE,443387269231,1789862400,310-410,roaming
310410100000795,351111118424688,dev-pro,ACTIVE,86803111102,1788566400,310-410,
310260100002378,350000003247885,dev-basic,ACTIVE,4755158786,1788393600,310-260,roaming|tethering|volte
310410100000796,351111110944667,dev-basic,ACTIVE,19069799249,1788652800,310-410,tethering
234150100000318,352222228961821,dev-pro,ACTIVE,20109859520,1790208000,234-15,roaming|volte
310260100002379,350000005580259,mvno-prepaid,ACTIVE,4296761719,1788393600,310-260,roaming|tethering|volte
310260100002380,350000008987683,dev-pro,ACTIVE,129493627701,1790208000,310-260,roaming|tethering
310410100000797,351111111152864,dev-pro,ACTIVE,38530026508,1787875200,310-410,roaming
310260100002381,350000006704015,dev-basic,ACTIVE,8119763725,1790380800,310-260,roaming|tethering|volte
310260100002382,350000009485778,iot-low-power,SUSPENDED,391569114,1788307200,310-260,roaming|tethering|volte
310260100002383,350000004206120,iot-low-power,ACTIVE,33357820,1788393600,310-260,roaming
310260100002384,350000003704620,dev-basic,ACTIVE,10292278549,1790121600,310-260,volte
310260100002385,350000009137759,dev-basic,ACTIVE,11327313678,1788393600,310-260,roaming|tethering
310410100000798,351111115818650,dev-basic,ACTIVE,7793343935,1788048000,310-410,roaming
234150100000319,352222223164876,dev-basic,ACTIVE,7917289976,1788739200,234-15,roaming
310260100002386,350000009493467,dev-basic,ACTIVE,1232261617,1788048000,310-260,roaming|volte
310260100002387,350000007559566,dev-pro,ACTIVE,114193545592,1789084800,310-260,roaming|volte
310260100002388,350000004027930,dev-basic,ACTIVE,6555632804,1788048000,310-260,volte
310410100000799,351111111944344,iot-low-power,ACTIVE,231306823,1789689600,310-410,roaming|volte
310260100002389,350000007930247,enterprise-fixed,ACTIVE,197543342649,1788652800,310-260,roaming|volte
310260100002390,350000008241149,iot-low-power,ACTIVE,170428996,1789344000,310-260,roaming|volte
310260100002391,350000000972717,dev-basic,ACTIVE,18546598552,1789171200,310-260,roaming|volte
310260100002392,350000001700596,dev-basic,ACTIVE,9152838972,1789171200,310-260,roaming|tethering
310410100000800,351111113356927,mvno-prepaid,ACTIVE,155167140,1789084800,310-410,roaming|tethering
310260100002393,350000005915240,dev-basic,ACTIVE,13222384938,1788739200,310-260,roaming|tethering|volte
310260100002394,350000007552678,iot-low-power,ACTIVE,210190372,1789603200,310-260,tethering
310260100002395,350000006476119,dev-basic,ACTIVE,1512772081,1790294400,310-260,roaming
310260100002396,350000009919933,dev-basic,ACTIVE,14950076091,1787961600,310-260,roaming
310260100002397,350000001411020,dev-pro,ACTIVE,86664585835,1787961600,310-260,
310410100000801,351111113966279,dev-pro,ACTIVE,158338356672,1789862400,310-410,roaming|volte
310260100002398,350000009360567,mvno-prepaid,ACTIVE,1609751297,1788307200,310-260,roaming|volte
310260100002399,350000006350512,iot-low-power,ACTIVE,98718566,1788480000,310-260,roaming|tethering
310260100002400,350000008123214,mvno-prepaid,ACTIVE,3369849625,1789603200,310-260,roaming|tethering|volte
208010100000236,354444440560193,dev-basic,ACTIVE,17972042549,1789603200,208-01,roaming
208010100000237,354444447536436,dev-basic,ACTIVE,7192809653,1788652800,208-01,roaming|tethering|volte
310260100002401,350000006703470,mvno-prepaid,ACTIVE,824842122,1789516800,310-260,roaming|volte
310260100002402,350000002357065,dev-basic,ACTIVE,1456991707,1790121600,310-260,roaming|tethering|volte
310260100002403,350000006578997,dev-basic,ACTIVE,3478192823,1788307200,310-260,roaming|tethering
310260100002404,350000003386071,dev-basic,ACTIVE,2618330571,1788048000,310-260,roaming|tethering|volte
310260100002405,350000001625819,dev-basic,ACTIVE,9124397215,1788825600,310-260,roaming|volte
310260100002406,350000003653645,dev-basic,ACTIVE,1318754178,1790208000,310-260,roaming|volte
310260100002407,350000001289335,iot-low-power,ACTIVE,128289470,1788048000,310-260,roaming
208010100000238,354444445438387,dev-basic,ACTIVE,8969602043,1790035200,208-01,roaming|volte
234150100000320,352222225416886,dev-basic,ACTIVE,2600843015,1789862400,234-15,roaming|volte
310260100002408,350000005644949,dev-basic,ACTIVE,4167288715,1787961600,310-260,roaming|volte
310260100002409,350000000364576,iot-low-power,ACTIVE,156029970,1789862400,310-260,tethering|volte
310260100002410,350000007550474,iot-low-power,ACTIVE,383870651,1788048000,310-260,roaming|volte
310260100002411,350000004858573,dev-pro,ACTIVE,96453055036,1787875200,310-260,roaming|tethering|volte
234150100000321,352222222098612,mvno-prepaid,ACTIVE,728245291,1788652800,234-15,roaming|volte
310410100000802,351111112682729,enterprise-fixed,ACTIVE,259132968839,1789516800,310-410,tethering
310410100000803,351111116551862,iot-low-power,ACTIVE,11473740,1789776000,310-410,tethering
310410100000804,351111114802762,iot-low-power,ACTIVE,441678071,1788393600,310-410,roaming|volte|test
310260100002412,350000006264069,dev-basic,ACTIVE,2798344754,1790208000,310-260,roaming|tethering|volte
208010100000239,354444445968870,dev-basic,ACTIVE,2913849755,1790208000,208-01,roaming
310260100002413,350000008858033,dev-basic,SUSPENDED,12743944567,1789948800,310-260,roaming|volte
310260100002414,350000008167666,iot-low-power,ACTIVE,206432567,1789257600,310-260,roaming|volte
234150100000322,352222224571541,dev-basic,ACTIVE,6635458453,1789171200,234-15,volte
262010100000234,353333331956944,dev-basic,ACTIVE,14475366834,1789948800,262-01,roaming|volte
310260100002415,350000009406386,mvno-prepaid,ACTIVE,151231162,1788134400,310-260,roaming|tethering
310410100000805,351111110612900,enterprise-fixed,ACTIVE,15271081569,1788652800,310-410,roaming|volte
310410100000806,351111118651785,dev-pro,ACTIVE,9949543837,1787875200,310-410,roaming|tethering|volte
310260100002416,350000002965933,iot-low-power,ACTIVE,407313549,1790035200,310-260,roaming|volte
310410100000807,351111116557315,dev-basic,ACTIVE,505255104,1788307200,310-410,roaming|volte
310260100002417,350000008159739,iot-low-power,ACTIVE,1947189,1789776000,310-260,roaming|volte
310260100002418,350000003480676,iot-low-power,ACTIVE,291325637,1789862400,310-260,tethering|volte
310260100002419,350000005024142,dev-pro,ACTIVE,92333602817,1788825600,310-260,roaming|tethering|volte
310260100002420,350000009519964,mvno-prepaid,ACTIVE,1657067899,1790380800,310-260,roaming|volte
310260100002421,350000001292974,dev-basic,ACTIVE,10764295874,1789603200,310-260,roaming
310410100000808,351111117079228,dev-basic,ACTIVE,275851496,1790294400,310-410,roaming|volte
310260100002422,350000009189586,enterprise-fixed,ACTIVE,440836293032,1789257600,310-260,tethering|volte
310410100000809,351111115930851,iot-low-power,ACTIVE,189221287,1789689600,310-410,volte
310260100002423,350000001376454,mvno-prepaid,ACTIVE,2063902093,1789430400,310-260,roaming|tethering|volte
310260100002424,350000008456358,iot-low-power,ACTIVE,154844852,1788652800,310-260,
310260100002425,350000001373196,mvno-prepaid,ACTIVE,334519823,1789171200,310-260,roaming
310260100002426,350000001490529,dev-basic,ACTIVE,9970927589,1789862400,310-260,roaming
310260100002427,350000008371573,dev-basic,ACTIVE,11158182887,1790294400,310-260,roaming|tethering|volte
310260100002428,350000008874774,mvno-prepaid,ACTIVE,995067944,1787961600,310-260,roaming|volte
234150100000323,352222220806412,dev-pro,ACTIVE,50141400047,1790294400,234-15,roaming|volte
310260100002429,350000000183331,dev-basic,ACTIVE,31097750885,1789257600,310-260,roaming|tethering
310260100002430,350000006575043,dev-basic,ACTIVE,6207477247,1789257600,310-260,roaming|tethering
234150100000324,352222228120592,mvno-prepaid,ACTIVE,4073254065,1789084800,234-15,volte
310260100002431,350000005196957,mvno-prepaid,ACTIVE,772369029,1789776000,310-260,roaming|tethering
310260100002432,350000002216402,dev-pro,ACTIVE,93200057140,1789430400,310-260,roaming|volte
310260100002433,350000006429969,iot-low-power,ACTIVE,105429852,1788220800,310-260,roaming|volte
310260100002434,350000001107701,dev-pro,ACTIVE,174213356163,1788998400,310-260,roaming|tethering
310260100002435,350000007380955,dev-basic,ACTIVE,2715291169,1789516800,310-260,roaming
310260100002436,350000002779383,dev-basic,ACTIVE,8475341381,1787961600,310-260,roaming|tethering|volte
310260100002437,350000001991708,dev-basic,ACTIVE,1144100573,1789257600,310-260,roaming|tethering|volte
310260100002438,350000003920614,dev-pro,ACTIVE,138993390087,1788566400,310-260,roaming|volte
310410100000810,351111113711113,mvno-prepaid,ACTIVE,3126604249,1788134400,310-410,roaming
310260100002439,350000004309528,dev-pro,ACTIVE,89166379641,1788220800,310-260,roaming|tethering|volte
310410100000811,351111118958347,dev-basic,ACTIVE,934894613,1790380800,310-410,roaming|volte
310260100002440,350000006396283,iot-low-power,ACTIVE,49268147,1788048000,310-260,roaming|volte
234150100000325,352222224946156,dev-basic,ACTIVE,19647622130,1788566400,234-15,roaming
310410100000812,351111114703929,dev-pro,ACTIVE,103550933987,1789084800,310-410,roaming|tethering
310260100002441,350000003065741,dev-basic,ACTIVE,14265797833,1789603200,310-260,roaming|volte
310260100002442,350000002513717,dev-basic,ACTIVE,11389826831,1789344000,310-260,roaming|volte
310260100002443,350000008197382,iot-low-power,ACTIVE,180574542,1788220800,310-260,roaming
310260100002444,350000008804318,dev-pro,ACTIVE,65562627511,1789084800,310-260,roaming|volte
310260100002445,350000008372746,dev-basic,ACTIVE,14600657769,1789344000,310-260,roaming|tethering|volte
310260100002446,350000003457708,dev-basic,ACTIVE,9154379028,1788825600,310-260,roaming
310260100002447,350000002633267,dev-pro,ACTIVE,235343150535,1788566400,310-260,roaming
310260100002448,350000009274057,dev-pro,ACTIVE,152046249935,1789171200,310-260,roaming
310260100002449,350000003189228,dev-basic,ACTIVE,14313111598,1788134400,310-260,roaming|tethering
310260100002450,350000008088334,dev-basic,ACTIVE,14451968546,1789430400,310-260,roaming|tethering
310260100002451,350000003059421,dev-pro,ACTIVE,77886279643,1788652800,310-260,roaming|volte
310260100002452,350000005904921,iot-low-power,ACTIVE,128765674,1789776000,310-260,roaming|volte
310260100002453,350000001873344,dev-pro,ACTIVE,67444105340,1789862400,310-260,roaming|tethering|volte
310410100000813,351111114836851,dev-pro,ACTIVE,44968337589,1789430400,310-410,roaming|volte
310260100002454,350000008861276,iot-low-power,ACTIVE,206965026,1790294400,310-260,roaming
310260100002455,350000007736008,mvno-prepaid,ACTIVE,222717693,1789171200,310-260,roaming|tethering|volte
310410100000814,351111115014946,dev-pro,ACTIVE,20693834688,1788566400,310-410,volte
310260100002456,350000008392637,mvno-prepaid,ACTIVE,198874169,1788134400,310-260,roaming|tethering|volte
310260100002457,350000003036411,iot-low-power,ACTIVE,123834096,1789084800,310-260,roaming|tethering|volte
310260100002458,350000009217320,iot-low-power,ACTIVE,116025875,1788566400,310-260,roaming|volte
310260100002459,350000004609877,mvno-prepaid,ACTIVE,2367988981,1788134400,310-260,roaming
310410100000815,351111110412186,dev-basic,ACTIVE,7901653188,1788652800,310-410,roaming|volte
310410100000816,351111118758473,dev-basic,ACTIVE,14451545185,1790208000,310-410,roaming|tethering|volte
310260100002460,350000004588071,iot-low-power,ACTIVE,93216870,1788825600,310-260,roaming
310410100000817,351111114464381,mvno-prepaid,ACTIVE,1430200941,1789603200,310-410,roaming|volte
310260100002461,350000008563237,dev-pro,ACTIVE,34640569136,1789516800,310-260,roaming|tethering|volte
310260100002462,350000008418242,dev-basic,ACTIVE,29876543083,1789344000,310-260,roaming
310410100000818,351111110354370,dev-basic,ACTIVE,10396413997,1788825600,310-410,roaming|tethering
310260100002463,350000007613991,dev-pro,ACTIVE,48467156544,1789171200,310-260,roaming|volte
310260100002464,350000001716345,dev-pro,ACTIVE,187007700010,1788912000,310-260,roaming
